Identifier,UUID,Slug,actual_filename,year,Title,place,FINAL TITLE,,layer,Description,Rights,Temporal,Provenance,Spatial,Layer_Type,Format,Language,Type,Publisher,Subject,Issued,Series,Version,Geo_RSS,Documentation
http://hdl.handle.net/2451/36762,2451/36762,nyu_2451_36762,ags_servicios_linea.shp,2015,Routes of Rivers and Railways,"Aguascalientes, Mexico","2015 Routes of Rivers and Railways Aguascalientes, Mexico",,Line,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Aguascalientes* Mexico,Line,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Rivers*Railroads*Railroads and state*Transportation*Canals*Water*Bridges*Dams,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36763,2451/36763,nyu_2451_36763,ags_servicios_puntual.shp,2015,"Locations of Municipal Buildings, Schools, Parks, and Gardens","Aguascalientes, Mexico","2015 Locations of Municipal Buildings, Schools, Parks, and Gardens Aguascalientes, Mexico",,Point,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Aguascalientes* Mexico,Point,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Location*Gardens*Parks*Recreation areas*Temples*Schools,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36764,2451/36764,nyu_2451_36764,bc_ageb_rural.shp,2015,Rural Census Tracts,"Estado de Baja California, Mexico","2015 Rural Census Tracts Estado de Baja California, Mexico",,Polygon,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Polygon,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36765,2451/36765,nyu_2451_36765,bc_ageb_urbana.shp,2015,Urban Census Tracts,"Estado de Baja California, Mexico","2015 Urban Census Tracts Estado de Baja California, Mexico",,Polygon,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Polygon,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36766,2451/36766,nyu_2451_36766,bc_eje_vial.shp,2015,Streets,"Estado de Baja California, Mexico","2015 Streets Estado de Baja California, Mexico",,Line,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Line,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Streets*Roads*Transportation,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36767,2451/36767,nyu_2451_36767,bc_entidad.shp,2015,State Boundary,"Estado de Baja California, Mexico","2015 State Boundary Estado de Baja California, Mexico",,Polygon,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Polygon,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36768,2451/36768,nyu_2451_36768,bc_frente_de_manzana.shp,2015,Census Blocks,"Estado de Baja California, Mexico","2015 Census Blocks Estado de Baja California, Mexico",,Line,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Line,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36769,2451/36769,nyu_2451_36769,bc_localidad_rural_no_amanzanada.shp,2015,Locations of Rural Places without Boundaries,"Estado de Baja California, Mexico","2015 Locations of Rural Places without Boundaries Estado de Baja California, Mexico",,Point,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Point,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Location,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36770,2451/36770,nyu_2451_36770,bc_localidad_urbana_y_rural_amanzanada.shp,2015,Locations of Urban and Rural Blocks,"Estado de Baja California, Mexico","2015 Locations of Urban and Rural Blocks Estado de Baja California, Mexico",,Polygon,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Polygon,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36771,2451/36771,nyu_2451_36771,bc_manzana.shp,2015,Polygons of Census Blocks,"Estado de Baja California, Mexico","2015 Polygons of Census Blocks Estado de Baja California, Mexico",,Polygon,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Polygon,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36772,2451/36772,nyu_2451_36772,bc_municipio.shp,2015,Counties,"Estado de Baja California, Mexico","2015 Counties Estado de Baja California, Mexico",,Polygon,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Polygon,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36773,2451/36773,nyu_2451_36773,bc_servicios_area.shp,2015,"Locations of Green Areas, Cemeteries, and Sports and Recreation Areas","Estado de Baja California, Mexico","2015 Locations of Green Areas, Cemeteries, and Sports and Recreation Areas Estado de Baja California, Mexico",,Polygon,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Polygon,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36774,2451/36774,nyu_2451_36774,bc_servicios_linea.shp,2015,Routes of Rivers and Railways,"Estado de Baja California, Mexico","2015 Routes of Rivers and Railways Estado de Baja California, Mexico",,Line,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Line,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Rivers*Railroads*Railroads and state*Transportation*Canals*Water*Bridges*Dams,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36775,2451/36775,nyu_2451_36775,bc_servicios_puntual.shp,2015,"Locations of Municipal Buildings, Schools, Parks, and Gardens","Estado de Baja California, Mexico","2015 Locations of Municipal Buildings, Schools, Parks, and Gardens Estado de Baja California, Mexico",,Point,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Point,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Location*Gardens*Parks*Recreation areas*Temples*Schools,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36776,2451/36776,nyu_2451_36776,bc_territorio_insular.shp,2015,Insular Territories,"Estado de Baja California, Mexico","2015 Insular Territories Estado de Baja California, Mexico",,Polygon,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Estado de Baja California* Mexico,Polygon,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36777,2451/36777,nyu_2451_36777,bcs_ageb_rural.shp,2015,Rural Census Tracts,"Baja California Sur, Mexico","2015 Rural Census Tracts Baja California Sur, Mexico",,Polygon,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Baja California Sur* Mexico,Polygon,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36778,2451/36778,nyu_2451_36778,bcs_ageb_urbana.shp,2015,Urban Census Tracts,"Baja California Sur, Mexico","2015 Urban Census Tracts Baja California Sur, Mexico",,Polygon,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Baja California Sur* Mexico,Polygon,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36779,2451/36779,nyu_2451_36779,bcs_eje_vial.shp,2015,Streets,"Baja California Sur, Mexico","2015 Streets Baja California Sur, Mexico",,Line,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Baja California Sur* Mexico,Line,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Streets*Roads*Transportation,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36780,2451/36780,nyu_2451_36780,bcs_entidad.shp,2015,State Boundary,"Baja California Sur, Mexico","2015 State Boundary Baja California Sur, Mexico",,Polygon,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Baja California Sur* Mexico,Polygon,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
http://hdl.handle.net/2451/36781,2451/36781,nyu_2451_36781,bcs_frente_de_manzana.shp,2015,Census Blocks,"Baja California Sur, Mexico","2015 Census Blocks Baja California Sur, Mexico",,Line,"This ____ shapefile represents Area Geoestadistica Basica (AGEB) (Rural Census Tracts) for the Mexican state of ____. This file was released by the Instituto Nacional de Estadistica y Geografia (INEGI) as part of the 2015 Population Survey, Encuesta Intercensal. This layer does not include socio-demographic data and was downloaded, cleaned, and released by Diego Valle-Jones (diego@diegovalle.net). Refer to the documentation for methodologies and variable names (in Spanish). Original information on this survey is available at http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx",Public,2015,NYU,Baja California Sur* Mexico,Line,Shapefile,eng*spa,Dataset,Instituto Nacional de Estadistica y Geografia (Mexico),Boundaries*Administrative and political divisions,2016,Encuesta Intercensal 2015,1,,
